"FL_DATE","TAIL_NUM","CARRIER","ORIGIN","ORIGIN_CITY_NAME","DEST","DEST_CITY_NAME","DEP_TIME","DEP_DELAY","ARR_TIME","ARR_DELAY","CANCELLED","CANCELLATION_CODE","DIVERTED","CARRIER_DELAY","WEATHER_DELAY","NAS_DELAY","SECURITY_DELAY","LATE_AIRCRAFT_DELAY",
2017-01-01,"N3CGAA","AA","DEN","Denver, CO","PHX","Phoenix, AZ","1135",-10.00,"1328",-17.00,0.00,"",0.00,,,,,,
2017-01-01,"N3CGAA","AA","PHX","Phoenix, AZ","PDX","Portland, OR","1502",-8.00,"1653",-8.00,0.00,"",0.00,,,,,,
2017-01-01,"N3EVAA","AA","DCA","Washington, DC","MIA","Miami, FL","0646",-13.00,"0930",-14.00,0.00,"",0.00,,,,,,
2017-01-01,"N3NAAA","AA","MIA","Miami, FL","LGA","New York, NY","1402",-3.00,"1646",-14.00,0.00,"",0.00,,,,,,
2017-01-01,"N3FCAA","AA","PHX","Phoenix, AZ","DEN","Denver, CO","2310",16.00,"0107",28.00,0.00,"",0.00,0.00,0.00,12.00,0.00,16.00,
2017-01-01,"N3LMAA","AA","SEA","Seattle, WA","PHX","Phoenix, AZ","1800",1.00,"2141",-2.00,0.00,"",0.00,,,,,,
2017-01-01,"N3DVAA","AA","ORD","Chicago, IL","MSP","Minneapolis, MN","1357",22.00,"1523",23.00,0.00,"",0.00,22.00,0.00,1.00,0.00,0.00,
2017-01-01,"N3KCAA","AA","MIA","Miami, FL","BWI","Baltimore, MD","2035",0.00,"2253",-17.00,0.00,"",0.00,,,,,,
2017-01-01,"N3DHAA","AA","MIA","Miami, FL","ORD","Chicago, IL","2135",6.00,"2343",-1.00,0.00,"",0.00,,,,,,
2017-01-01,"N4XKAA","AA","DFW","Dallas/Fort Worth, TX","SAT","San Antonio, TX","1330",55.00,"1423",36.00,0.00,"",0.00,17.00,0.00,0.00,0.00,19.00,
2017-01-01,"N4XKAA","AA","SAT","San Antonio, TX","DFW","Dallas/Fort Worth, TX","1458",24.00,"1553",9.00,0.00,"",0.00,,,,,,
2017-01-01,"N3CNAA","AA","MIA","Miami, FL","SJU","San Juan, PR","2157",6.00,"0124",-11.00,0.00,"",0.00,,,,,,
2017-01-01,"N3DTAA","AA","PHX","Phoenix, AZ","PDX","Portland, OR","1122",17.00,"1317",18.00,0.00,"",0.00,5.00,0.00,1.00,0.00,12.00,
2017-01-01,"N3DTAA","AA","SNA","Santa Ana, CA","PHX","Phoenix, AZ","0738",-12.00,"1027",12.00,0.00,"",0.00,,,,,,
2017-01-01,"N4YCAA","AA","DFW","Dallas/Fort Worth, TX","SAT","San Antonio, TX","1041",-4.00,"1137",-20.00,0.00,"",0.00,,,,,,
2017-01-01,"N4YCAA","AA","SAT","San Antonio, TX","DFW","Dallas/Fort Worth, TX","1227",-10.00,"1322",-23.00,0.00,"",0.00,,,,,,
2017-01-01,"N3EEAA","AA","CLT","Charlotte, NC","EWR","Newark, NJ","1336",1.00,"1509",-18.00,0.00,"",0.00,,,,,,
2017-01-01,"N3EEAA","AA","EWR","Newark, NJ","PHX","Phoenix, AZ","1628",-2.00,"2011",2.00,0.00,"",0.00,,,,,,
2017-01-01,"N3EEAA","AA","PHX","Phoenix, AZ","PDX","Portland, OR","2207",52.00,"0005",56.00,0.00,"",0.00,52.00,0.00,4.00,0.00,0.00,
2017-01-01,"N3CGAA","AA","STL","St. Louis, MO","DFW","Dallas/Fort Worth, TX","0558",-4.00,"0753",-12.00,0.00,"",0.00,,,,,,
2017-01-01,"N3KHAA","AA","STL","St. Louis, MO","DFW","Dallas/Fort Worth, TX","0930",-5.00,"1133",3.00,0.00,"",0.00,,,,,,
2017-01-01,"N3GVAA","AA","DCA","Washington, DC","MIA","Miami, FL","1405",-5.00,"1649",-11.00,0.00,"",0.00,,,,,,
2017-01-01,"N3LRAA","AA","LGA","New York, NY","ORD","Chicago, IL","0855",-5.00,"1014",-31.00,0.00,"",0.00,,,,,,
2017-01-01,"N4XBAA","AA","DFW","Dallas/Fort Worth, TX","STL","St. Louis, MO","1018",-7.00,"1149",-13.00,0.00,"",0.00,,,,,,
2017-01-01,"N3CEAA","AA","DCA","Washington, DC","DFW","Dallas/Fort Worth, TX","1621",-9.00,"1900",-8.00,0.00,"",0.00,,,,,,
2017-01-01,"N3CEAA","AA","ORD","Chicago, IL","DCA","Washington, DC","1155",0.00,"1428",-14.00,0.00,"",0.00,,,,,,
2017-01-01,"N3FYAA","AA","LGA","New York, NY","ORD","Chicago, IL","1026",-4.00,"1144",-35.00,0.00,"",0.00,,,,,,
2017-01-01,"N3NWAA","AA","LGA","New York, NY","ORD","Chicago, IL","1400",-5.00,"1522",-21.00,0.00,"",0.00,,,,,,
2017-01-01,"N3KRAA","AA","BOS","Boston, MA","LAX","Los Angeles, CA","1216",-4.00,"1638",34.00,0.00,"",0.00,0.00,0.00,34.00,0.00,0.00,
2017-01-01,"N397AA","AA","MIA","Miami, FL","ORD","Chicago, IL","0831",-4.00,"1035",-14.00,0.00,"",0.00,,,,,,
2017-01-01,"N397AA","AA","ORD","Chicago, IL","MIA","Miami, FL","1208",13.00,"1602",5.00,0.00,"",0.00,,,,,,
2017-01-01,"N3KNAA","AA","ORD","Chicago, IL","LGA","New York, NY","1857",2.00,"2143",-17.00,0.00,"",0.00,,,,,,
2017-01-01,"N3DWAA","AA","LGA","New York, NY","ORD","Chicago, IL","1209",-6.00,"1332",-29.00,0.00,"",0.00,,,,,,
2017-01-01,"N3DYAA","AA","MIA","Miami, FL","MSY","New Orleans, LA","2034",6.00,"2136",-1.00,0.00,"",0.00,,,,,,
2017-01-01,"N5EHAA","AA","ORD","Chicago, IL","MIA","Miami, FL","1748",68.00,"2151",67.00,0.00,"",0.00,67.00,0.00,0.00,0.00,0.00,
2017-01-01,"N3LRAA","AA","LGA","New York, NY","ORD","Chicago, IL","1549",-6.00,"1718",-28.00,0.00,"",0.00,,,,,,
2017-01-01,"N3NHAA","AA","ORD","Chicago, IL","SNA","Santa Ana, CA","1337",-3.00,"1553",-13.00,0.00,"",0.00,,,,,,
2017-01-01,"N3GKAA","AA","LGA","New York, NY","ORD","Chicago, IL","1654",-1.00,"1841",0.00,0.00,"",0.00,,,,,,
2017-01-01,"N3FLAA","AA","MSY","New Orleans, LA","MIA","Miami, FL","0544",-16.00,"0836",-15.00,0.00,"",0.00,,,,,,
2017-01-01,"N3NLAA","AA","ORD","Chicago, IL","LGA","New York, NY","2033",-2.00,"2322",-15.00,0.00,"",0.00,,,,,,
2017-01-01,"N876AA","AA","DFW","Dallas/Fort Worth, TX","SFO","San Francisco, CA","1253",-2.00,"1439",-11.00,0.00,"",0.00,,,,,,
2017-01-01,"N876AA","AA","SFO","San Francisco, CA","DFW","Dallas/Fort Worth, TX","1539",-6.00,"2053",-13.00,0.00,"",0.00,,,,,,
2017-01-01,"N3LFAA","AA","MSP","Minneapolis, MN","DFW","Dallas/Fort Worth, TX","1833",13.00,"2107",4.00,0.00,"",0.00,,,,,,
2017-01-01,"N3LFAA","AA","PHX","Phoenix, AZ","MSP","Minneapolis, MN","1325",-1.00,"1734",4.00,0.00,"",0.00,,,,,,
2017-01-01,"N3BCAA","AA","LAS","Las Vegas, NV","PHX","Phoenix, AZ","1017",2.00,"1233",4.00,0.00,"",0.00,,,,,,
2017-01-01,"N3BCAA","AA","PHX","Phoenix, AZ","BOS","Boston, MA","1328",-7.00,"2013",-5.00,0.00,"",0.00,,,,,,
2017-01-01,"N991AA","AA","DFW","Dallas/Fort Worth, TX","SAT","San Antonio, TX","1431",-4.00,"1528",-15.00,0.00,"",0.00,,,,,,
2017-01-01,"N991AA","AA","SAT","San Antonio, TX","DFW","Dallas/Fort Worth, TX","1625",-8.00,"1739",-5.00,0.00,"",0.00,,,,,,
2017-01-01,"N4XBAA","AA","STL","St. Louis, MO","DFW","Dallas/Fort Worth, TX","1237",-5.00,"1421",-16.00,0.00,"",0.00,,,,,,
2017-01-01,"N3KJAA","AA","LGA","New York, NY","ORD","Chicago, IL","1855",-4.00,"2039",-8.00,0.00,"",0.00,,,,,,
2017-01-01,"N856AA","AA","LAX","Los Angeles, CA","ORD","Chicago, IL","0831",46.00,"1426",32.00,0.00,"",0.00,32.00,0.00,0.00,0.00,0.00,
2017-01-01,"N3HJAA","AA","LGA","New York, NY","ORD","Chicago, IL","1308",8.00,"1448",1.00,0.00,"",0.00,,,,,,
2017-01-01,"N3HJAA","AA","ORD","Chicago, IL","LGA","New York, NY","0900",0.00,"1147",-17.00,0.00,"",0.00,,,,,,
2017-01-01,"N3KJAA","AA","ORD","Chicago, IL","LGA","New York, NY","1455",-3.00,"1743",-16.00,0.00,"",0.00,,,,,,
2017-01-01,"N3ALAA","AA","ORD","Chicago, IL","LGA","New York, NY","1639",-1.00,"1921",-21.00,0.00,"",0.00,,,,,,
2017-01-01,"N3FBAA","AA","MIA","Miami, FL","EWR","Newark, NJ","1954",-5.00,"2242",-14.00,0.00,"",0.00,,,,,,
2017-01-01,"N863AA","AA","DFW","Dallas/Fort Worth, TX","LAX","Los Angeles, CA","1220",0.00,"1333",-23.00,0.00,"",0.00,,,,,,
2017-01-01,"N4XWAA","AA","DEN","Denver, CO","DFW","Dallas/Fort Worth, TX","1245",-1.00,"1541",-4.00,0.00,"",0.00,,,,,,
2017-01-01,"N3AHAA","AA","EWR","Newark, NJ","MIA","Miami, FL","0755",-5.00,"1053",-23.00,0.00,"",0.00,,,,,,
2017-01-01,"N3LGAA","AA","ORD","Chicago, IL","LGA","New York, NY","1324",19.00,"1612",7.00,0.00,"",0.00,,,,,,
2017-01-01,"N878AA","AA","LAX","Los Angeles, CA","DFW","Dallas/Fort Worth, TX","0811",111.00,"1338",132.00,0.00,"",0.00,111.00,0.00,21.00,0.00,0.00,
2017-01-01,"N3DGAA","AA","MIA","Miami, FL","LGA","New York, NY","2125",61.00,"0003",39.00,0.00,"",0.00,39.00,0.00,0.00,0.00,0.00,
2017-01-01,"N3KFAA","AA","CLT","Charlotte, NC","MIA","Miami, FL","1621",-4.00,"1829",4.00,0.00,"",0.00,,,,,,
2017-01-01,"N3NWAA","AA","ORD","Chicago, IL","LGA","New York, NY","1001",-4.00,"1243",-23.00,0.00,"",0.00,,,,,,
2017-01-01,"N797AA","AA","JFK","New York, NY","LAX","Los Angeles, CA","1158",-2.00,"1611",39.00,0.00,"",0.00,0.00,0.00,39.00,0.00,0.00,
2017-01-01,"N483AA","AA","DFW","Dallas/Fort Worth, TX","JAX","Jacksonville, FL","1653",68.00,"2011",75.00,0.00,"",0.00,0.00,0.00,7.00,0.00,68.00,
2017-01-01,"N483AA","AA","JAX","Jacksonville, FL","DFW","Dallas/Fort Worth, TX","2052",76.00,"2240",80.00,0.00,"",0.00,1.00,0.00,4.00,0.00,75.00,
2017-01-01,"N3NXAA","AA","ORD","Chicago, IL","LGA","New York, NY","0823",-2.00,"1104",-21.00,0.00,"",0.00,,,,,,
2017-01-01,"N3LLAA","AA","MSY","New Orleans, LA","DFW","Dallas/Fort Worth, TX","0759",-1.00,"0937",-6.00,0.00,"",0.00,,,,,,
2017-01-01,"N3MFAA","AA","DFW","Dallas/Fort Worth, TX","TUL","Tulsa, OK","1035",-7.00,"1134",-13.00,0.00,"",0.00,,,,,,
2017-01-01,"N3MFAA","AA","TUL","Tulsa, OK","DFW","Dallas/Fort Worth, TX","1223",-9.00,"1346",1.00,0.00,"",0.00,,,,,,
2017-01-01,"N3DWAA","AA","ORD","Chicago, IL","LGA","New York, NY","0730",0.00,"1019",-13.00,0.00,"",0.00,,,,,,
2017-01-01,"N893AA","AA","LAX","Los Angeles, CA","ORD","Chicago, IL","0133",18.00,"0731",7.00,0.00,"",0.00,,,,,,
2017-01-01,"N3HBAA","AA","ORD","Chicago, IL","SJU","San Juan, PR","0826",-9.00,"1445",-24.00,0.00,"",0.00,,,,,,
2017-01-01,"N3JCAA","AA","MIA","Miami, FL","SJU","San Juan, PR","0933",-7.00,"1307",-13.00,0.00,"",0.00,,,,,,
2017-01-01,"N550AA","AA","DFW","Dallas/Fort Worth, TX","MCI","Kansas City, MO","1539",17.00,"1705",13.00,0.00,"",0.00,,,,,,
2017-01-01,"N927AA","AA","BOS","Boston, MA","PHX","Phoenix, AZ","1623",8.00,"2009",-5.00,0.00,"",0.00,,,,,,
2017-01-01,"N927AA","AA","CLT","Charlotte, NC","BOS","Boston, MA","1323",14.00,"1526",13.00,0.00,"",0.00,,,,,,
2017-01-01,"N545AA","AA","ORD","Chicago, IL","CLT","Charlotte, NC","0857",-2.00,"1211",11.00,0.00,"",0.00,,,,,,
2017-01-01,"N912AA","AA","PHX","Phoenix, AZ","SFO","San Francisco, CA","2123",-2.00,"2248",16.00,0.00,"",0.00,0.00,0.00,16.00,0.00,0.00,
2017-01-01,"N107AA","AA","CHS","Charleston, SC","CLT","Charlotte, NC","1609",2.00,"1715",-2.00,0.00,"",0.00,,,,,,
2017-01-01,"N107AA","AA","CLT","Charlotte, NC","CHS","Charleston, SC","1429",4.00,"1515",-7.00,0.00,"",0.00,,,,,,
2017-01-01,"N667AA","AA","PHX","Phoenix, AZ","SFO","San Francisco, CA","0829",-6.00,"0942",-1.00,0.00,"",0.00,,,,,,
2017-01-01,"N650AA","AA","IND","Indianapolis, IN","PHX","Phoenix, AZ","0643",63.00,"0840",50.00,0.00,"",0.00,50.00,0.00,0.00,0.00,0.00,
2017-01-01,"N663AA","AA","PHX","Phoenix, AZ","DTW","Detroit, MI","0946",-4.00,"1536",-6.00,0.00,"",0.00,,,,,,
2017-01-01,"N745AA","AA","LAX","Los Angeles, CA","BNA","Nashville, TN","2349",-1.00,"0541",-2.00,0.00,"",0.00,,,,,,
2017-01-01,"N651AA","AA","SEA","Seattle, WA","PHL","Philadelphia, PA","0024",-6.00,"0808",-27.00,0.00,"",0.00,,,,,,
2017-01-01,"N814AA","AA","DFW","Dallas/Fort Worth, TX","PIT","Pittsburgh, PA","1822",-3.00,"2140",-15.00,0.00,"",0.00,,,,,,
2017-01-01,"N173AA","AA","PHX","Phoenix, AZ","ORD","Chicago, IL","1330",10.00,"1746",1.00,0.00,"",0.00,,,,,,
2017-01-01,"N649AA","AA","PHX","Phoenix, AZ","DTW","Detroit, MI","1719",9.00,"2244",-5.00,0.00,"",0.00,,,,,,
2017-01-01,"N673AA","AA","DTW","Detroit, MI","PHX","Phoenix, AZ","1103",-2.00,"1315",-21.00,0.00,"",0.00,,,,,,
2017-01-01,"N673AA","AA","PHX","Phoenix, AZ","SMF","Sacramento, CA","1426",-6.00,"1527",-8.00,0.00,"",0.00,,,,,,
2017-01-01,"N768AA","AA","MEM","Memphis, TN","PHX","Phoenix, AZ","0732",-3.00,"0957",-27.00,0.00,"",0.00,,,,,,
2017-01-01,"N768AA","AA","GEG","Spokane, WA","PHX","Phoenix, AZ","1507",-8.00,"1910",25.00,0.00,"",0.00,0.00,0.00,25.00,0.00,0.00,
2017-01-01,"N768AA","AA","PHX","Phoenix, AZ","MEM","Memphis, TN","1952",1.00,"2344",-3.00,0.00,"",0.00,,,,,,
2017-01-01,"N573AA","AA","CLT","Charlotte, NC","FLL","Fort Lauderdale, FL","2001",-5.00,"2154",-12.00,0.00,"",0.00,,,,,,
2017-01-01,"N573AA","AA","ORD","Chicago, IL","CLT","Charlotte, NC","1554",-2.00,"1837",-20.00,0.00,"",0.00,,,,,,
2017-01-01,"N169AA","AA","CLT","Charlotte, NC","DFW","Dallas/Fort Worth, TX","0555",-5.00,"0746",-9.00,0.00,"",0.00,,,,,,
2017-01-01,"N975AA","AA","DFW","Dallas/Fort Worth, TX","SFO","San Francisco, CA","0842",-8.00,"1029",-15.00,0.00,"",0.00,,,,,,
2017-01-01,"N803AA","AA","BOI","Boise, ID","PHX","Phoenix, AZ","0640",0.00,"0851",5.00,0.00,"",0.00,,,,,,
2017-01-01,"N803AA","AA","PHX","Phoenix, AZ","BWI","Baltimore, MD","0940",-5.00,"1544",-15.00,0.00,"",0.00,,,,,,
2017-01-01,"N180AA","AA","DFW","Dallas/Fort Worth, TX","PDX","Portland, OR","1849",-1.00,"2054",-8.00,0.00,"",0.00,,,,,,
2017-01-01,"N507AA","AA","MCO","Orlando, FL","DFW","Dallas/Fort Worth, TX","1537",7.00,"1725",-3.00,0.00,"",0.00,,,,,,
2017-01-01,"N925AA","AA","PHL","Philadelphia, PA","DFW","Dallas/Fort Worth, TX","1119",-5.00,"1408",-9.00,0.00,"",0.00,,,,,,
2017-01-01,"N661AA","AA","ATL","Atlanta, GA","PHX","Phoenix, AZ","1804",-6.00,"2011",-14.00,0.00,"",0.00,,,,,,
2017-01-01,"N151AA","AA","DFW","Dallas/Fort Worth, TX","CLT","Charlotte, NC","1249",-6.00,"1601",-20.00,0.00,"",0.00,,,,,,
2017-01-01,"N157AA","AA","LAS","Las Vegas, NV","DFW","Dallas/Fort Worth, TX","1416",-4.00,"1851",-12.00,0.00,"",0.00,,,,,,
2017-01-01,"N920AA","AA","MCO","Orlando, FL","DFW","Dallas/Fort Worth, TX","0804",9.00,"0953",-2.00,0.00,"",0.00,,,,,,
2017-01-01,"N831AA","AA","BNA","Nashville, TN","CLT","Charlotte, NC","1636",3.00,"1927",37.00,0.00,"",0.00,0.00,0.00,34.00,0.00,3.00,
2017-01-01,"N831AA","AA","CLT","Charlotte, NC","CLE","Cleveland, OH","2013",24.00,"2144",25.00,0.00,"",0.00,1.00,0.00,1.00,0.00,23.00,
2017-01-01,"N831AA","AA","LAX","Los Angeles, CA","BNA","Nashville, TN","1000",5.00,"1557",6.00,0.00,"",0.00,,,,,,
2017-01-01,"N760AA","AA","MCO","Orlando, FL","DCA","Washington, DC","1223",28.00,"1421",19.00,0.00,"",0.00,19.00,0.00,0.00,0.00,0.00,
2017-01-01,"N188AA","AA","PHX","Phoenix, AZ","ORD","Chicago, IL","1631",-5.00,"2053",-7.00,0.00,"",0.00,,,,,,
2017-01-01,"N653AA","AA","PHX","Phoenix, AZ","DTW","Detroit, MI","1936",-4.00,"0101",-21.00,0.00,"",0.00,,,,,,
2017-01-01,"N563AA","AA","DFW","Dallas/Fort Worth, TX","LAS","Las Vegas, NV","0036",236.00,"0131",234.00,0.00,"",0.00,0.00,0.00,0.00,0.00,234.00,
2017-01-01,"N552AA","AA","LAS","Las Vegas, NV","CLT","Charlotte, NC","2256",-3.00,"0555",-5.00,0.00,"",0.00,,,,,,
2017-01-01,"N203AA","AA","PHX","Phoenix, AZ","OGG","Kahului, HI","1151",-4.00,"1609",30.00,0.00,"",0.00,0.00,0.00,30.00,0.00,0.00,
2017-01-01,"N199AA","AA","MIA","Miami, FL","PHX","Phoenix, AZ","0703",-3.00,"1009",-9.00,0.00,"",0.00,,,,,,
2017-01-01,"N199AA","AA","PHX","Phoenix, AZ","SFO","San Francisco, CA","1133",0.00,"1248",3.00,0.00,"",0.00,,,,,,
2017-01-01,"N980AA","AA","SFO","San Francisco, CA","PHL","Philadelphia, PA","2159",-6.00,"0549",-21.00,0.00,"",0.00,,,,,,
2017-01-01,"N534AA","AA","DCA","Washington, DC","DFW","Dallas/Fort Worth, TX","1806",-4.00,"2058",5.00,0.00,"",0.00,,,,,,
2017-01-01,"N174AA","AA","DFW","Dallas/Fort Worth, TX","SAN","San Diego, CA","2205",-3.00,"2302",-13.00,0.00,"",0.00,,,,,,
2017-01-01,"N977AA","AA","BOS","Boston, MA","PHL","Philadelphia, PA","0650",-10.00,"0822",-21.00,0.00,"",0.00,,,,,,
2017-01-01,"N977AA","AA","PHL","Philadelphia, PA","PHX","Phoenix, AZ","1009",4.00,"1331",-7.00,0.00,"",0.00,,,,,,
2017-01-01,"N982AA","AA","ORD","Chicago, IL","PHL","Philadelphia, PA","2036",-4.00,"2323",-15.00,0.00,"",0.00,,,,,,
2017-01-01,"N982AA","AA","PHL","Philadelphia, PA","ORD","Chicago, IL","1814",24.00,"1947",29.00,0.00,"",0.00,24.00,0.00,5.00,0.00,0.00,
2017-01-01,"N540AA","AA","DFW","Dallas/Fort Worth, TX","SEA","Seattle, WA","2217",-3.00,"0040",-4.00,0.00,"",0.00,,,,,,
2017-01-01,"N540AA","AA","PHX","Phoenix, AZ","DFW","Dallas/Fort Worth, TX","1743",-2.00,"2115",13.00,0.00,"",0.00,,,,,,
2017-01-01,"N973AA","AA","DFW","Dallas/Fort Worth, TX","SEA","Seattle, WA","1456",1.00,"1711",-8.00,0.00,"",0.00,,,,,,
2017-01-01,"N534AA","AA","DFW","Dallas/Fort Worth, TX","DCA","Washington, DC","1325",-5.00,"1652",-23.00,0.00,"",0.00,,,,,,
2017-01-01,"N558AA","AA","DFW","Dallas/Fort Worth, TX","SEA","Seattle, WA","2023",-2.00,"2241",-9.00,0.00,"",0.00,,,,,,
2017-01-01,"N764AA","AA","BNA","Nashville, TN","LAX","Los Angeles, CA","1556",-4.00,"1846",-2.00,0.00,"",0.00,,,,,,
2017-01-01,"N764AA","AA","CLT","Charlotte, NC","BNA","Nashville, TN","1445",-5.00,"1514",-3.00,0.00,"",0.00,,,,,,
2017-01-01,"N764AA","AA","DTW","Detroit, MI","CLT","Charlotte, NC","1158",-9.00,"1344",-17.00,0.00,"",0.00,,,,,,
2017-01-01,"N557AA","AA","BDL","Hartford, CT","CLT","Charlotte, NC","0555",-5.00,"0801",-16.00,0.00,"",0.00,,,,,,
2017-01-01,"N557AA","AA","CLT","Charlotte, NC","DEN","Denver, CO","0926",-4.00,"1104",-17.00,0.00,"",0.00,,,,,,
2017-01-01,"N190AA","AA","DFW","Dallas/Fort Worth, TX","DEN","Denver, CO","2206",-2.00,"2309",-3.00,0.00,"",0.00,,,,,,
2017-01-01,"N174AA","AA","PHL","Philadelphia, PA","DFW","Dallas/Fort Worth, TX","1755",-5.00,"2046",-15.00,0.00,"",0.00,,,,,,
2017-01-01,"N662AA","AA","ATL","Atlanta, GA","DFW","Dallas/Fort Worth, TX","0616",1.00,"0733",-6.00,0.00,"",0.00,,,,,,
2017-01-01,"N971AA","AA","DFW","Dallas/Fort Worth, TX","PHX","Phoenix, AZ","0914",-6.00,"1049",-13.00,0.00,"",0.00,,,,,,
2017-01-01,"N802AA","AA","CMH","Columbus, OH","PHX","Phoenix, AZ","1755",1.00,"2020",0.00,0.00,"",0.00,,,,,,
2017-01-01,"N163AA","AA","CLT","Charlotte, NC","MIA","Miami, FL","0916",-4.00,"1110",-18.00,0.00,"",0.00,,,,,,
2017-01-01,"N584AA","AA","MIA","Miami, FL","CLT","Charlotte, NC","0629",-1.00,"0846",12.00,0.00,"",0.00,,,,,,
2017-01-01,"N562AA","AA","CLT","Charlotte, NC","SLC","Salt Lake City, UT","1957",37.00,"2231",39.00,0.00,"",0.00,0.00,0.00,2.00,0.00,37.00,
2017-01-01,"N921AA","AA","MCO","Orlando, FL","CLT","Charlotte, NC","1542",4.00,"1742",24.00,0.00,"",0.00,3.00,0.00,20.00,0.00,1.00,
2017-01-01,"N173AA","AA","ORD","Chicago, IL","PHX","Phoenix, AZ","1923",33.00,"2208",23.00,0.00,"",0.00,23.00,0.00,0.00,0.00,0.00,
2017-01-01,"N821AA","AA","STL","St. Louis, MO","PHX","Phoenix, AZ","1750",-5.00,"2054",28.00,0.00,"",0.00,0.00,0.00,28.00,0.00,0.00,
2017-01-01,"N563AA","AA","DEN","Denver, CO","DFW","Dallas/Fort Worth, TX","2109",274.00,"2357",256.00,0.00,"",0.00,11.00,0.00,0.00,0.00,245.00,
2017-01-01,"N563AA","AA","DFW","Dallas/Fort Worth, TX","DEN","Denver, CO","1911",271.00,"2007",262.00,0.00,"",0.00,21.00,0.00,0.00,0.00,241.00,
2017-01-01,"N563AA","AA","SEA","Seattle, WA","DFW","Dallas/Fort Worth, TX","1102",212.00,"1754",274.00,0.00,"",0.00,0.00,212.00,62.00,0.00,0.00,
2017-01-01,"N809AA","AA","BNA","Nashville, TN","LAX","Los Angeles, CA","0558",-4.00,"0929",29.00,0.00,"",0.00,0.00,0.00,29.00,0.00,0.00,
2017-01-01,"N189AA","AA","MCO","Orlando, FL","PHX","Phoenix, AZ","1718",-2.00,"2016",11.00,0.00,"",0.00,,,,,,
2017-01-01,"N189AA","AA","PHX","Phoenix, AZ","SLC","Salt Lake City, UT","2114",4.00,"2259",7.00,0.00,"",0.00,,,,,,
2017-01-01,"N510AA","AA","SAN","San Diego, CA","DFW","Dallas/Fort Worth, TX","0621",-9.00,"1110",-22.00,0.00,"",0.00,,,,,,
2017-01-01,"N802AA","AA","IND","Indianapolis, IN","LAX","Los Angeles, CA","0647",-8.00,"0815",-38.00,0.00,"",0.00,,,,,,
2017-01-01,"N722AA","AA","BOS","Boston, MA","CLT","Charlotte, NC","0553",-7.00,"0822",-10.00,0.00,"",0.00,,,,,,
2017-01-01,"N542AA","AA","CLT","Charlotte, NC","SFO","San Francisco, CA","0930",-5.00,"1156",-27.00,0.00,"",0.00,,,,,,
2017-01-01,"N578AA","AA","CLT","Charlotte, NC","DEN","Denver, CO","1224",15.00,"1403",3.00,0.00,"",0.00,,,,,,
2017-01-01,"N578AA","AA","DEN","Denver, CO","PHX","Phoenix, AZ","1500",0.00,"1655",0.00,0.00,"",0.00,,,,,,
2017-01-01,"N578AA","AA","MIA","Miami, FL","CLT","Charlotte, NC","0929",54.00,"1130",52.00,0.00,"",0.00,52.00,0.00,0.00,0.00,0.00,
2017-01-01,"N182AA","AA","PHX","Phoenix, AZ","SAN","San Diego, CA","1806",-7.00,"1828",4.00,0.00,"",0.00,,,,,,
2017-01-01,"N922AA","AA","PHX","Phoenix, AZ","CLT","Charlotte, NC","1309",-3.00,"1852",-12.00,0.00,"",0.00,,,,,,
2017-01-01,"N556AA","AA","SFO","San Francisco, CA","PHX","Phoenix, AZ","0909",4.00,"1207",1.00,0.00,"",0.00,,,,,,
2017-01-01,"N952AA","AA","ATL","Atlanta, GA","LGA","New York, NY","1214",-6.00,"1411",-17.00,0.00,"",0.00,,,,,,
2017-01-01,"N922AA","AA","PHX","Phoenix, AZ","SAN","San Diego, CA","0832",-3.00,"0850",-1.00,0.00,"",0.00,,,,,,
2017-01-01,"N557AA","AA","CLT","Charlotte, NC","SMF","Sacramento, CA","1836",6.00,"2117",13.00,0.00,"",0.00,,,,,,
2017-01-01,"N752AA","AA","PHX","Phoenix, AZ","OMA","Omaha, NE","0950",-6.00,"1340",3.00,0.00,"",0.00,,,,,,
2017-01-01,"N585AA","AA","DFW","Dallas/Fort Worth, TX","SAN","San Diego, CA","1227",-3.00,"1332",-7.00,0.00,"",0.00,,,,,,
2017-01-01,"N921AA","AA","CLT","Charlotte, NC","SAN","San Diego, CA","1849",24.00,"2108",26.00,0.00,"",0.00,12.00,0.00,2.00,0.00,12.00,
2017-01-01,"N539AA","AA","RSW","Fort Myers, FL","CLT","Charlotte, NC","1503",4.00,"1704",10.00,0.00,"",0.00,,,,,,
2017-01-01,"N150AA","AA","ORD","Chicago, IL","PHX","Phoenix, AZ","0704",-6.00,"1009",1.00,0.00,"",0.00,,,,,,
2017-01-01,"N150AA","AA","PHX","Phoenix, AZ","LAX","Los Angeles, CA","1154",48.00,"1229",43.00,0.00,"",0.00,43.00,0.00,0.00,0.00,0.00,
2017-01-01,"N767AA","AA","DFW","Dallas/Fort Worth, TX","BOI","Boise, ID","1632",2.00,"1841",-20.00,0.00,"",0.00,,,,,,
2017-01-01,"N767AA","AA","IAH","Houston, TX","DFW","Dallas/Fort Worth, TX","1445",30.00,"1549",20.00,0.00,"",0.00,0.00,0.00,0.00,0.00,20.00,
2017-01-01,"N767AA","AA","PHX","Phoenix, AZ","IAH","Houston, TX","1027",41.00,"1411",50.00,0.00,"",0.00,41.00,0.00,9.00,0.00,0.00,
