"FL_DATE","TAIL_NUM","CARRIER","ORIGIN","ORIGIN_CITY_NAME","DEST","DEST_CITY_NAME","DEP_TIME","DEP_DELAY","ARR_TIME","ARR_DELAY","CANCELLED","CANCELLATION_CODE","DIVERTED","CARRIER_DELAY","WEATHER_DELAY","NAS_DELAY","SECURITY_DELAY","LATE_AIRCRAFT_DELAY",
2017-01-01,"N248AK","AS","SAN","San Diego, CA","SEA","Seattle, WA","0833",28.00,"1201",61.00,0.00,"",0.00,0.00,0.00,61.00,0.00,0.00,
2017-01-01,"N413AS","AS","SAN","San Diego, CA","SEA","Seattle, WA","2308",103.00,"0151",87.00,0.00,"",0.00,87.00,0.00,0.00,0.00,0.00,
2017-01-01,"N481AS","AS","SEA","Seattle, WA","SAN","San Diego, CA","2138",103.00,"0027",115.00,0.00,"",0.00,0.00,0.00,12.00,0.00,103.00,
2017-01-01,"N487AS","AS","SAN","San Diego, CA","SEA","Seattle, WA","0726",51.00,"1033",53.00,0.00,"",0.00,0.00,51.00,2.00,0.00,0.00,
2017-01-01,"N615AS","AS","SEA","Seattle, WA","SNA","Santa Ana, CA","1309",44.00,"1604",66.00,0.00,"",0.00,44.00,0.00,22.00,0.00,0.00,
2017-01-01,"N613AS","AS","SNA","Santa Ana, CA","SEA","Seattle, WA","",,"",,1.00,"A",0.00,,,,,,
2017-01-01,"N612AS","AS","SEA","Seattle, WA","SNA","Santa Ana, CA","",,"",,1.00,"B",0.00,,,,,,
2017-01-01,"N614AS","AS","SNA","Santa Ana, CA","SEA","Seattle, WA","2057",32.00,"2335",25.00,0.00,"",0.00,0.00,0.00,0.00,0.00,25.00,
2017-01-01,"N613AS","AS","SEA","Seattle, WA","SNA","Santa Ana, CA","",,"",,1.00,"A",0.00,,,,,,
2017-01-01,"N615AS","AS","SNA","Santa Ana, CA","SEA","Seattle, WA","1640",50.00,"1935",53.00,0.00,"",0.00,0.00,0.00,3.00,0.00,50.00,
2017-01-01,"N644AS","AS","SEA","Seattle, WA","SNA","Santa Ana, CA","1915",25.00,"2156",36.00,0.00,"",0.00,25.00,0.00,11.00,0.00,0.00,
2017-01-01,"N459AS","AS","LAX","Los Angeles, CA","SEA","Seattle, WA","1514",14.00,"1756",11.00,0.00,"",0.00,,,,,,
2017-01-01,"N612AS","AS","SNA","Santa Ana, CA","SEA","Seattle, WA","",,"",,1.00,"B",0.00,,,,,,
2017-01-01,"N615AS","AS","SEA","Seattle, WA","SNA","Santa Ana, CA","2021",31.00,"2246",27.00,0.00,"",0.00,0.00,2.00,0.00,0.00,25.00,
2017-01-01,"N552AS","AS","SEA","Seattle, WA","BUR","Burbank, CA","1518",88.00,"1807",117.00,0.00,"",0.00,0.00,88.00,29.00,0.00,0.00,
2017-01-01,"N512AS","AS","SEA","Seattle, WA","BUR","Burbank, CA","",,"",,1.00,"A",0.00,,,,,,
2017-01-01,"N512AS","AS","BUR","Burbank, CA","SEA","Seattle, WA","",,"",,1.00,"A",0.00,,,,,,
2017-01-01,"N536AS","AS","SEA","Seattle, WA","BUR","Burbank, CA","1935",0.00,"2206",10.00,0.00,"",0.00,,,,,,
2017-01-01,"N615AS","AS","SNA","Santa Ana, CA","SEA","Seattle, WA","0843",38.00,"1213",73.00,0.00,"",0.00,0.00,0.00,73.00,0.00,0.00,
2017-01-01,"N614AS","AS","SEA","Seattle, WA","SNA","Santa Ana, CA","1648",-2.00,"2018",53.00,0.00,"",0.00,0.00,0.00,53.00,0.00,0.00,
2017-01-01,"N564AS","AS","LAX","Los Angeles, CA","PDX","Portland, OR","0553",-7.00,"0823",-12.00,0.00,"",0.00,,,,,,
2017-01-01,"N303AS","AS","SEA","Seattle, WA","ONT","Ontario, CA","",,"",,1.00,"A",0.00,,,,,,
2017-01-01,"N581AS","AS","BUR","Burbank, CA","SEA","Seattle, WA","0846",106.00,"1148",133.00,0.00,"",0.00,0.00,106.00,27.00,0.00,0.00,
2017-01-01,"N251AK","AS","PSP","Palm Springs, CA","SEA","Seattle, WA","1038",38.00,"1320",35.00,0.00,"",0.00,0.00,0.00,0.00,0.00,35.00,
2017-01-01,"N408AS","AS","SEA","Seattle, WA","ONT","Ontario, CA","2031",6.00,"2258",10.00,0.00,"",0.00,,,,,,
2017-01-01,"N307AS","AS","PSP","Palm Springs, CA","PDX","Portland, OR","1221",21.00,"1444",17.00,0.00,"",0.00,0.00,0.00,0.00,0.00,17.00,
2017-01-01,"N303AS","AS","ONT","Ontario, CA","SEA","Seattle, WA","",,"",,1.00,"A",0.00,,,,,,
2017-01-01,"N440AS","AS","SEA","Seattle, WA","ONT","Ontario, CA","1636",101.00,"1859",101.00,0.00,"",0.00,0.00,0.00,0.00,0.00,101.00,
2017-01-01,"N590AS","AS","PDX","Portland, OR","SNA","Santa Ana, CA","0635",-5.00,"0847",-13.00,0.00,"",0.00,,,,,,
2017-01-01,"N236AK","AS","LAX","Los Angeles, CA","PDX","Portland, OR","2053",63.00,"2324",69.00,0.00,"",0.00,63.00,0.00,6.00,0.00,0.00,
2017-01-01,"N563AS","AS","BLI","Bellingham, WA","SEA","Seattle, WA","1040",245.00,"1220",300.00,0.00,"",0.00,0.00,245.00,55.00,0.00,0.00,
2017-01-01,"N433AS","AS","ONT","Ontario, CA","SEA","Seattle, WA","0714",74.00,"1010",93.00,0.00,"",0.00,0.00,74.00,19.00,0.00,0.00,
2017-01-01,"N307AS","AS","SEA","Seattle, WA","PSP","Palm Springs, CA","0854",39.00,"1139",50.00,0.00,"",0.00,0.00,0.00,11.00,0.00,39.00,
2017-01-01,"N564AS","AS","PDX","Portland, OR","LAX","Los Angeles, CA","0930",-5.00,"1143",-12.00,0.00,"",0.00,,,,,,
2017-01-01,"N512AS","AS","LAX","Los Angeles, CA","SEA","Seattle, WA","1449",89.00,"1729",85.00,0.00,"",0.00,18.00,0.00,0.00,0.00,67.00,
2017-01-01,"N306AS","AS","PDX","Portland, OR","SAN","San Diego, CA","2003",68.00,"2219",64.00,0.00,"",0.00,0.00,0.00,0.00,0.00,64.00,
2017-01-01,"N614AS","AS","SEA","Seattle, WA","PSP","Palm Springs, CA","",,"",,1.00,"B",0.00,,,,,,
2017-01-01,"N323AS","AS","PDX","Portland, OR","LAX","Los Angeles, CA","0622",-8.00,"0845",-10.00,0.00,"",0.00,,,,,,
2017-01-01,"N251AK","AS","SEA","Seattle, WA","PSP","Palm Springs, CA","0735",70.00,"1005",71.00,0.00,"",0.00,0.00,70.00,1.00,0.00,0.00,
2017-01-01,"N556AS","AS","PDX","Portland, OR","LAX","Los Angeles, CA","1748",-7.00,"2012",-2.00,0.00,"",0.00,,,,,,
2017-01-01,"N594AS","AS","LAX","Los Angeles, CA","PDX","Portland, OR","0650",-10.00,"0919",-16.00,0.00,"",0.00,,,,,,
2017-01-01,"N431AS","AS","PDX","Portland, OR","LAX","Los Angeles, CA","2026",31.00,"2303",47.00,0.00,"",0.00,0.00,0.00,16.00,0.00,31.00,
2017-01-01,"N564AS","AS","LAX","Los Angeles, CA","PDX","Portland, OR","1414",69.00,"1638",64.00,0.00,"",0.00,64.00,0.00,0.00,0.00,0.00,
2017-01-01,"N459AS","AS","PDX","Portland, OR","LAX","Los Angeles, CA","1206",26.00,"1421",24.00,0.00,"",0.00,24.00,0.00,0.00,0.00,0.00,
2017-01-01,"N548AS","AS","PDX","Portland, OR","LAX","Los Angeles, CA","2013",278.00,"2228",276.00,0.00,"",0.00,0.00,0.00,0.00,0.00,276.00,
2017-01-01,"N556AS","AS","SAN","San Diego, CA","PDX","Portland, OR","1359",-16.00,"1644",-5.00,0.00,"",0.00,,,,,,
2017-01-01,"N556AS","AS","PDX","Portland, OR","SAN","San Diego, CA","1054",-6.00,"1307",-11.00,0.00,"",0.00,,,,,,
2017-01-01,"N448AS","AS","SAN","San Diego, CA","PDX","Portland, OR","0636",6.00,"0905",-5.00,0.00,"",0.00,,,,,,
2017-01-01,"N552AS","AS","BUR","Burbank, CA","SEA","Seattle, WA","1847",107.00,"2131",111.00,0.00,"",0.00,0.00,0.00,4.00,0.00,107.00,
2017-01-01,"N553AS","AS","PSP","Palm Springs, CA","SEA","Seattle, WA","1858",-17.00,"2201",-4.00,0.00,"",0.00,,,,,,
2017-01-01,"N618AS","AS","SNA","Santa Ana, CA","PDX","Portland, OR","1854",-11.00,"2128",-2.00,0.00,"",0.00,,,,,,
2017-01-01,"N590AS","AS","SNA","Santa Ana, CA","PDX","Portland, OR","1000",10.00,"1222",7.00,0.00,"",0.00,,,,,,
2017-01-01,"N553AS","AS","PDX","Portland, OR","PSP","Palm Springs, CA","1543",-7.00,"1754",-10.00,0.00,"",0.00,,,,,,
2017-01-01,"N614AS","AS","PSP","Palm Springs, CA","SEA","Seattle, WA","",,"",,1.00,"B",0.00,,,,,,
2017-01-01,"N618AS","AS","PDX","Portland, OR","SNA","Santa Ana, CA","1553",-7.00,"1806",-9.00,0.00,"",0.00,,,,,,
2017-01-01,"N318AS","AS","SEA","Seattle, WA","LAS","Las Vegas, NV","",,"",,1.00,"B",0.00,,,,,,
2017-01-01,"N613AS","AS","LAS","Las Vegas, NV","SEA","Seattle, WA","1901",11.00,"2154",22.00,0.00,"",0.00,0.00,0.00,11.00,0.00,11.00,
2017-01-01,"N491AS","AS","SEA","Seattle, WA","LAS","Las Vegas, NV","1702",22.00,"1925",25.00,0.00,"",0.00,22.00,0.00,3.00,0.00,0.00,
2017-01-01,"N318AS","AS","LAS","Las Vegas, NV","SEA","Seattle, WA","",,"",,1.00,"B",0.00,,,,,,
2017-01-01,"N260AK","AS","SEA","Seattle, WA","AUS","Austin, TX","2306",-4.00,"0558",55.00,0.00,"",0.00,0.00,0.00,55.00,0.00,0.00,
2017-01-01,"N527AS","AS","LAS","Las Vegas, NV","SEA","Seattle, WA","1542",27.00,"1811",16.00,0.00,"",0.00,0.00,0.00,0.00,0.00,16.00,
2017-01-01,"N491AS","AS","LAS","Las Vegas, NV","SEA","Seattle, WA","2010",20.00,"2251",21.00,0.00,"",0.00,0.00,0.00,1.00,0.00,20.00,
2017-01-01,"N461AS","AS","SEA","Seattle, WA","LAS","Las Vegas, NV","0757",52.00,"1138",130.00,0.00,"",0.00,0.00,52.00,78.00,0.00,0.00,
2017-01-01,"N792AS","AS","GEG","Spokane, WA","SEA","Seattle, WA","1931",101.00,"2049",109.00,0.00,"",0.00,15.00,0.00,8.00,0.00,86.00,
2017-01-01,"N318AS","AS","SEA","Seattle, WA","TUS","Tucson, AZ","0934",24.00,"1439",91.00,0.00,"",0.00,0.00,11.00,67.00,0.00,13.00,
2017-01-01,"N481AS","AS","LAS","Las Vegas, NV","SEA","Seattle, WA","0804",69.00,"1128",113.00,0.00,"",0.00,0.00,0.00,113.00,0.00,0.00,
2017-01-01,"N433AS","AS","SEA","Seattle, WA","LAS","Las Vegas, NV","2028",108.00,"2253",113.00,0.00,"",0.00,0.00,0.00,5.00,0.00,108.00,
2017-01-01,"N302AS","AS","LAS","Las Vegas, NV","SEA","Seattle, WA","1220",80.00,"1506",86.00,0.00,"",0.00,80.00,0.00,6.00,0.00,0.00,
2017-01-01,"N479AS","AS","PDX","Portland, OR","LAS","Las Vegas, NV","1722",37.00,"1922",35.00,0.00,"",0.00,35.00,0.00,0.00,0.00,0.00,
2017-01-01,"N479AS","AS","LAS","Las Vegas, NV","PDX","Portland, OR","2012",32.00,"2241",46.00,0.00,"",0.00,5.00,0.00,14.00,0.00,27.00,
2017-01-01,"N315AS","AS","SEA","Seattle, WA","PHX","Phoenix, AZ","1842",7.00,"2243",24.00,0.00,"",0.00,0.00,7.00,17.00,0.00,0.00,
2017-01-01,"N251AK","AS","LAS","Las Vegas, NV","SEA","Seattle, WA","1806",61.00,"2038",53.00,0.00,"",0.00,0.00,0.00,0.00,0.00,53.00,
2017-01-01,"N577AS","AS","PDX","Portland, OR","LAS","Las Vegas, NV","2209",79.00,"0015",81.00,0.00,"",0.00,79.00,0.00,2.00,0.00,0.00,
2017-01-01,"N491AS","AS","PHX","Phoenix, AZ","SEA","Seattle, WA","1348",118.00,"1554",119.00,0.00,"",0.00,0.00,0.00,1.00,0.00,118.00,
2017-01-01,"N302AS","AS","PDX","Portland, OR","LAS","Las Vegas, NV","0753",-7.00,"0950",-16.00,0.00,"",0.00,,,,,,
2017-01-01,"N461AS","AS","LAS","Las Vegas, NV","PDX","Portland, OR","1248",148.00,"1511",156.00,0.00,"",0.00,25.00,0.00,8.00,0.00,123.00,
2017-01-01,"N613AS","AS","BLI","Bellingham, WA","LAS","Las Vegas, NV","1601",31.00,"1826",26.00,0.00,"",0.00,0.00,0.00,0.00,0.00,26.00,
2017-01-01,"N469AS","AS","PHX","Phoenix, AZ","SEA","Seattle, WA","0547",-13.00,"0802",2.00,0.00,"",0.00,,,,,,
2017-01-01,"N403AS","AS","PHX","Phoenix, AZ","SEA","Seattle, WA","1656",66.00,"1854",64.00,0.00,"",0.00,0.00,0.00,0.00,0.00,64.00,
2017-01-01,"N491AS","AS","SEA","Seattle, WA","PHX","Phoenix, AZ","0825",90.00,"1307",142.00,0.00,"",0.00,0.00,90.00,52.00,0.00,0.00,
2017-01-01,"N440AS","AS","PHX","Phoenix, AZ","SEA","Seattle, WA","0800",0.00,"1012",10.00,0.00,"",0.00,,,,,,
2017-01-01,"N442AS","AS","PDX","Portland, OR","PHX","Phoenix, AZ","1958",13.00,"2325",8.00,0.00,"",0.00,,,,,,
2017-01-01,"N318AS","AS","TUS","Tucson, AZ","SEA","Seattle, WA","1523",78.00,"1734",71.00,0.00,"",0.00,0.00,0.00,0.00,0.00,71.00,
2017-01-01,"N479AS","AS","PDX","Portland, OR","PHX","Phoenix, AZ","0857",-3.00,"1230",0.00,0.00,"",0.00,,,,,,
2017-01-01,"N767AS","AS","PHX","Phoenix, AZ","SEA","Seattle, WA","1955",15.00,"2216",32.00,0.00,"",0.00,1.00,0.00,17.00,0.00,14.00,
2017-01-01,"N613AS","AS","LAS","Las Vegas, NV","BLI","Bellingham, WA","1242",62.00,"1521",53.00,0.00,"",0.00,3.00,0.00,0.00,0.00,50.00,
2017-01-01,"N442AS","AS","PDX","Portland, OR","DFW","Dallas/Fort Worth, TX","0948",-2.00,"1602",32.00,0.00,"",0.00,0.00,0.00,32.00,0.00,0.00,
2017-01-01,"N224AK","AS","DFW","Dallas/Fort Worth, TX","SEA","Seattle, WA","1552",157.00,"1925",,0.00,"",1.00,,,,,,
2017-01-01,"N323AS","AS","SEA","Seattle, WA","PHX","Phoenix, AZ","2053",33.00,"0042",43.00,0.00,"",0.00,0.00,0.00,10.00,0.00,33.00,
2017-01-01,"N442AS","AS","DFW","Dallas/Fort Worth, TX","PDX","Portland, OR","1658",28.00,"1853",13.00,0.00,"",0.00,,,,,,
2017-01-01,"N403AS","AS","SEA","Seattle, WA","PHX","Phoenix, AZ","1213",73.00,"1609",82.00,0.00,"",0.00,0.00,2.00,9.00,0.00,71.00,
2017-01-01,"N305AS","AS","SAT","San Antonio, TX","SEA","Seattle, WA","1856",16.00,"2124",6.00,0.00,"",0.00,,,,,,
2017-01-01,"N224AK","AS","SEA","Seattle, WA","DFW","Dallas/Fort Worth, TX","0704",34.00,"1450",,0.00,"",1.00,,,,,,
2017-01-01,"N479AS","AS","PHX","Phoenix, AZ","PDX","Portland, OR","1320",-10.00,"1508",-11.00,0.00,"",0.00,,,,,,
2017-01-01,"N487AS","AS","SEA","Seattle, WA","DFW","Dallas/Fort Worth, TX","0009",19.00,"0647",72.00,0.00,"",0.00,0.00,0.00,53.00,0.00,19.00,
2017-01-01,"N586AS","AS","SEA","Seattle, WA","DFW","Dallas/Fort Worth, TX","1404",54.00,"2012",81.00,0.00,"",0.00,0.00,54.00,27.00,0.00,0.00,
2017-01-01,"N435AS","AS","PHX","Phoenix, AZ","PDX","Portland, OR","0650",-10.00,"0837",-13.00,0.00,"",0.00,,,,,,
2017-01-01,"N494AS","AS","DFW","Dallas/Fort Worth, TX","SEA","Seattle, WA","0814",-6.00,"1033",-8.00,0.00,"",0.00,,,,,,
2017-01-01,"N586AS","AS","DFW","Dallas/Fort Worth, TX","SEA","Seattle, WA","2101",66.00,"2308",48.00,0.00,"",0.00,0.00,0.00,0.00,0.00,48.00,
2017-01-01,"N413AS","AS","SEA","Seattle, WA","DEN","Denver, CO","",,"",,1.00,"B",0.00,,,,,,
2017-01-01,"N413AS","AS","DEN","Denver, CO","SEA","Seattle, WA","",,"",,1.00,"B",0.00,,,,,,
2017-01-01,"N260AK","AS","SEA","Seattle, WA","AUS","Austin, TX","1304",64.00,"1905",75.00,0.00,"",0.00,0.00,19.00,11.00,0.00,45.00,
2017-01-01,"N260AK","AS","AUS","Austin, TX","SEA","Seattle, WA","1953",63.00,"2209",52.00,0.00,"",0.00,0.00,0.00,0.00,0.00,52.00,
2017-01-01,"N583AS","AS","DEN","Denver, CO","SEA","Seattle, WA","",,"",,1.00,"A",0.00,,,,,,
2017-01-01,"N583AS","AS","SEA","Seattle, WA","DEN","Denver, CO","",,"",,1.00,"A",0.00,,,,,,
2017-01-01,"N486AS","AS","DEN","Denver, CO","SEA","Seattle, WA","1901",26.00,"2051",6.00,0.00,"",0.00,,,,,,
2017-01-01,"N251AK","AS","SEA","Seattle, WA","LAS","Las Vegas, NV","1500",70.00,"1721",66.00,0.00,"",0.00,0.00,66.00,0.00,0.00,0.00,
2017-01-01,"N413AS","AS","DEN","Denver, CO","SEA","Seattle, WA","1500",15.00,"1643",6.00,0.00,"",0.00,,,,,,
2017-01-01,"N626AS","AS","SEA","Seattle, WA","DEN","Denver, CO","2006",26.00,"0006",61.00,0.00,"",0.00,26.00,0.00,35.00,0.00,0.00,
2017-01-01,"N613AS","AS","SEA","Seattle, WA","LAS","Las Vegas, NV","0838",8.00,"1150",60.00,0.00,"",0.00,0.00,8.00,52.00,0.00,0.00,
2017-01-01,"N486AS","AS","SEA","Seattle, WA","DEN","Denver, CO","1434",29.00,"1800",25.00,0.00,"",0.00,0.00,25.00,0.00,0.00,0.00,
2017-01-01,"N589AS","AS","PDX","Portland, OR","ORD","Chicago, IL","1037",-3.00,"1631",-14.00,0.00,"",0.00,,,,,,
2017-01-01,"N589AS","AS","ORD","Chicago, IL","PDX","Portland, OR","1753",8.00,"2006",-28.00,0.00,"",0.00,,,,,,
2017-01-01,"N767AS","AS","SEA","Seattle, WA","PHX","Phoenix, AZ","1508",13.00,"1909",29.00,0.00,"",0.00,0.00,0.00,16.00,0.00,13.00,
2017-01-01,"N305AS","AS","SEA","Seattle, WA","SAT","San Antonio, TX","1146",6.00,"1801",22.00,0.00,"",0.00,0.00,6.00,16.00,0.00,0.00,
2017-01-01,"N305AS","AS","SEA","Seattle, WA","GEG","Spokane, WA","2215",15.00,"2332",33.00,0.00,"",0.00,0.00,0.00,18.00,0.00,15.00,
2017-01-01,"N263AK","AS","GEG","Spokane, WA","SEA","Seattle, WA","0533",33.00,"0727",77.00,0.00,"",0.00,0.00,33.00,44.00,0.00,0.00,
2017-01-01,"N792AS","AS","SEA","Seattle, WA","GEG","Spokane, WA","1736",96.00,"1836",98.00,0.00,"",0.00,0.00,7.00,2.00,0.00,89.00,
2017-01-01,"N302AS","AS","SEA","Seattle, WA","GEG","Spokane, WA","2343",28.00,"0049",36.00,0.00,"",0.00,0.00,0.00,8.00,0.00,28.00,
2017-01-01,"N318AS","AS","GEG","Spokane, WA","SEA","Seattle, WA","0649",49.00,"0828",78.00,0.00,"",0.00,0.00,49.00,29.00,0.00,0.00,
2017-01-01,"N537AS","AS","PHL","Philadelphia, PA","SEA","Seattle, WA","1904",89.00,"2155",70.00,0.00,"",0.00,0.00,0.00,0.00,0.00,70.00,
2017-01-01,"N408AS","AS","SEA","Seattle, WA","SLC","Salt Lake City, UT","",,"",,1.00,"B",0.00,,,,,,
2017-01-01,"N408AS","AS","SLC","Salt Lake City, UT","SEA","Seattle, WA","",,"",,1.00,"B",0.00,,,,,,
2017-01-01,"N549AS","AS","SEA","Seattle, WA","SLC","Salt Lake City, UT","2111",76.00,"0020",87.00,0.00,"",0.00,0.00,10.00,11.00,0.00,66.00,
2017-01-01,"N588AS","AS","SEA","Seattle, WA","STL","St. Louis, MO","1915",60.00,"0117",78.00,0.00,"",0.00,16.00,0.00,18.00,0.00,44.00,
2017-01-01,"N428AS","AS","STL","St. Louis, MO","SEA","Seattle, WA","1952",62.00,"2210",46.00,0.00,"",0.00,0.00,0.00,0.00,0.00,46.00,
2017-01-01,"N435AS","AS","PDX","Portland, OR","SLC","Salt Lake City, UT","1621",6.00,"1927",32.00,0.00,"",0.00,0.00,0.00,26.00,0.00,6.00,
2017-01-01,"N435AS","AS","SLC","Salt Lake City, UT","PDX","Portland, OR","2019",24.00,"2111",21.00,0.00,"",0.00,0.00,0.00,0.00,0.00,21.00,
2017-01-01,"N592AS","AS","SAN","San Diego, CA","SLC","Salt Lake City, UT","0025",200.00,"0306",187.00,0.00,"",0.00,0.00,33.00,0.00,0.00,154.00,
2017-01-01,"N265AK","AS","SEA","Seattle, WA","BWI","Baltimore, MD","0916",41.00,"1725",50.00,0.00,"",0.00,0.00,41.00,9.00,0.00,0.00,
2017-01-01,"N306AS","AS","SLC","Salt Lake City, UT","SEA","Seattle, WA","1223",93.00,"1334",90.00,0.00,"",0.00,0.00,0.00,0.00,0.00,90.00,
2017-01-01,"N486AS","AS","SLC","Salt Lake City, UT","SAN","San Diego, CA","0805",5.00,"0857",-1.00,0.00,"",0.00,,,,,,
2017-01-01,"N469AS","AS","LAX","Los Angeles, CA","SLC","Salt Lake City, UT","1952",47.00,"2232",36.00,0.00,"",0.00,0.00,0.00,0.00,0.00,36.00,
2017-01-01,"N434AS","AS","SLC","Salt Lake City, UT","LAX","Los Angeles, CA","0557",-3.00,"0636",-24.00,0.00,"",0.00,,,,,,
2017-01-01,"N306AS","AS","SEA","Seattle, WA","SLC","Salt Lake City, UT","0717",32.00,"1132",109.00,0.00,"",0.00,0.00,32.00,77.00,0.00,0.00,
2017-01-01,"N519AS","AS","RDU","Raleigh/Durham, NC","SEA","Seattle, WA","2019",174.00,"2255",150.00,0.00,"",0.00,0.00,0.00,0.00,0.00,150.00,
2017-01-01,"N527AS","AS","SEA","Seattle, WA","IAD","Washington, DC","",,"",,1.00,"B",0.00,,,,,,
2017-01-01,"N527AS","AS","IAD","Washington, DC","SEA","Seattle, WA","",,"",,1.00,"B",0.00,,,,,,
2017-01-01,"N495AS","AS","ANC","Anchorage, AK","SEA","Seattle, WA","0454",-6.00,"0939",9.00,0.00,"",0.00,,,,,,
2017-01-01,"N495AS","AS","SEA","Seattle, WA","IAH","Houston, TX","1047",17.00,"1728",43.00,0.00,"",0.00,0.00,17.00,26.00,0.00,0.00,
2017-01-01,"N247AK","AS","OMA","Omaha, NE","SEA","Seattle, WA","",,"",,1.00,"B",0.00,,,,,,
2017-01-01,"N238AK","AS","SEA","Seattle, WA","IAH","Houston, TX","2335",25.00,"0553",27.00,0.00,"",0.00,25.00,0.00,2.00,0.00,0.00,
2017-01-01,"N253AK","AS","SEA","Seattle, WA","BNA","Nashville, TN","1133",108.00,"1805",123.00,0.00,"",0.00,0.00,108.00,15.00,0.00,0.00,
2017-01-01,"N253AK","AS","BNA","Nashville, TN","SEA","Seattle, WA","1857",112.00,"2143",98.00,0.00,"",0.00,0.00,0.00,0.00,0.00,98.00,
2017-01-01,"N551AS","AS","SEA","Seattle, WA","FLL","Fort Lauderdale, FL","2203",73.00,"0657",87.00,0.00,"",0.00,0.00,19.00,14.00,0.00,54.00,
2017-01-01,"N453AS","AS","SEA","Seattle, WA","MCI","Kansas City, MO","2005",90.00,"0122",88.00,0.00,"",0.00,0.00,0.00,0.00,0.00,88.00,
2017-01-01,"N553AS","AS","BWI","Baltimore, MD","LAX","Los Angeles, CA","0721",-4.00,"1010",-20.00,0.00,"",0.00,,,,,,
2017-01-01,"N263AK","AS","LAX","Los Angeles, CA","BWI","Baltimore, MD","2245",40.00,"0630",26.00,0.00,"",0.00,0.00,0.00,26.00,0.00,0.00,
2017-01-01,"N481AS","AS","SEA","Seattle, WA","MCI","Kansas City, MO","1226",106.00,"1801",121.00,0.00,"",0.00,0.00,3.00,15.00,0.00,103.00,
2017-01-01,"N589AS","AS","SLC","Salt Lake City, UT","SFO","San Francisco, CA","0613",-2.00,"0707",-12.00,0.00,"",0.00,,,,,,
2017-01-01,"N264AK","AS","SFO","San Francisco, CA","SLC","Salt Lake City, UT","2128",38.00,"2359",25.00,0.00,"",0.00,0.00,0.00,0.00,0.00,25.00,
2017-01-01,"N423AS","AS","SEA","Seattle, WA","ATL","Atlanta, GA","1045",45.00,"1925",105.00,0.00,"",0.00,0.00,45.00,60.00,0.00,0.00,
2017-01-01,"N428AS","AS","SEA","Seattle, WA","STL","St. Louis, MO","1250",45.00,"1903",74.00,0.00,"",0.00,0.00,0.00,29.00,0.00,45.00,
2017-01-01,"N423AS","AS","ATL","Atlanta, GA","SEA","Seattle, WA","0701",-4.00,"0934",-6.00,0.00,"",0.00,,,,,,
2017-01-01,"N448AS","AS","SEA","Seattle, WA","ATL","Atlanta, GA","1615",0.00,"0012",14.00,0.00,"",0.00,,,,,,
2017-01-01,"N519AS","AS","SEA","Seattle, WA","RDU","Raleigh/Durham, NC","1016",106.00,"1923",178.00,0.00,"",0.00,0.00,106.00,72.00,0.00,0.00,
2017-01-01,"N495AS","AS","IAH","Houston, TX","SEA","Seattle, WA","1828",43.00,"2054",24.00,0.00,"",0.00,0.00,0.00,0.00,0.00,24.00,
2017-01-01,"N495AS","AS","SEA","Seattle, WA","ANC","Anchorage, AK","2147",2.00,"0038",-2.00,0.00,"",0.00,,,,,,
2017-01-01,"N474AS","AS","SEA","Seattle, WA","CHS","Charleston, SC","0844",51.00,"1815",137.00,0.00,"",0.00,0.00,51.00,86.00,0.00,0.00,
2017-01-01,"N514AS","AS","EWR","Newark, NJ","PDX","Portland, OR","1549",-6.00,"1842",-23.00,0.00,"",0.00,,,,,,
2017-01-01,"N481AS","AS","MCI","Kansas City, MO","SEA","Seattle, WA","1913",133.00,"2048",109.00,0.00,"",0.00,0.00,0.00,0.00,0.00,109.00,
2017-01-01,"N584AS","AS","SAN","San Diego, CA","MCO","Orlando, FL","0959",-11.00,"1731",-15.00,0.00,"",0.00,,,,,,
2017-01-01,"N265AK","AS","BWI","Baltimore, MD","SEA","Seattle, WA","1827",52.00,"2104",29.00,0.00,"",0.00,0.00,0.00,0.00,0.00,29.00,
2017-01-01,"N546AS","AS","MCO","Orlando, FL","SAN","San Diego, CA","2024",189.00,"2242",184.00,0.00,"",0.00,0.00,0.00,0.00,0.00,184.00,
2017-01-01,"N532AS","AS","PDX","Portland, OR","DCA","Washington, DC","0955",-10.00,"1740",-14.00,0.00,"",0.00,,,,,,
2017-01-01,"N492AS","AS","BOS","Boston, MA","SAN","San Diego, CA","1803",-7.00,"2132",-26.00,0.00,"",0.00,,,,,,
2017-01-01,"N517AS","AS","SEA","Seattle, WA","TPA","Tampa, FL","",,"",,1.00,"B",0.00,,,,,,
2017-01-01,"N566AS","AS","DCA","Washington, DC","PDX","Portland, OR","1943",148.00,"2221",129.00,0.00,"",0.00,0.00,0.00,0.00,0.00,129.00,
2017-01-01,"N592AS","AS","SAN","San Diego, CA","EWR","Newark, NJ","0949",-6.00,"1825",30.00,0.00,"",0.00,0.00,0.00,30.00,0.00,0.00,
2017-01-01,"N592AS","AS","EWR","Newark, NJ","SAN","San Diego, CA","1924",24.00,"2249",49.00,0.00,"",0.00,4.00,0.00,25.00,0.00,20.00,
2017-01-01,"N514AS","AS","PDX","Portland, OR","EWR","Newark, NJ","0650",-5.00,"1449",-6.00,0.00,"",0.00,,,,,,
